SYMBOL,COMPANY NAME,MARKET CAP,MARKET CAP CATEGORY,EXCHANGE,KITE_ID,SHOONYA_TOKEN
RESONANCE,RESONANCE SPECIALTIES LTD.-$,121.7892,Small Cap,BSE,134199812,524218
HFIL,Himalaya Food International Ltd,121.3015302,Small Cap,BSE,134886148,526899
OBCL,Orissa Bengal Carrier Limited,120.657856,Small Cap,NSE,2252033,8797
YARNPP,Yarn Syndicate Ltd,120.5759263,Small Cap,BSE,227890436,890197
AMDIND,AMD Industries Limited,120.4627072,Small Cap,NSE,3685889,14398
HINDHARD,Hindustan Hardy Ltd,119.9883837,Small Cap,BSE,129508612,505893
POLYCHEM,POLYCHEM LTD.,119.59732,Small Cap,BSE,129690884,506605
ALKALI,Alkali Metals Limited,119.4916352,Small Cap,NSE,4341505,16959
AGRITECH,Agri-Tech (India) Limited,118.9836544,Small Cap,NSE,2834433,11072
LAHOTIOV,LAHOTI OVERSEAS LTD.-$,118.7571331,Small Cap,BSE,136151556,531842
JAMESWARREN,James Warren Tea Ltd,118.4,Small Cap,BSE,137872388,538564
TOKYOPLAST,Tokyo Plast International Limited,118.330432,Small Cap,NSE,982273,3837
SHREYASI,SHREYAS INTERMEDIATES LTD.,117.9009351,Small Cap,BSE,134741764,526335
SAMPANN,Sampann Utpadan India Limited,117.8096128,Small Cap,NSE,,27303
ASITCFIN,ASIT C.MEHTA FINANCIAL SERVICES LTD.,117.7530824,Small Cap,BSE,135865092,530723
GAYATRI,GAYATRI SUGARS LTD.,116.640594,Small Cap,BSE,136238852,532183
YAARI,Yaari Digital Integrated Services Limited,115.9582848,Small Cap,NSE,,24999
HECPROJECT,HEC Infra Projects Limited,115.9404544,Small Cap,NSE,,7425
ISHANCH,ISHAN DYES & CHEMICALS LTD.,115.5343931,Small Cap,BSE,135963908,531109
CHOWGULSTM,CHOWGULE STEAMSHIPS LTD.,115.2066467,Small Cap,BSE,128469252,501833
PRERINFRA,PRERNA INFRABUILD LTD.,115.0662162,Small Cap,BSE,136141316,531802
JASCH,JASCH INDUSTRIES LTD.,114.9542179,Small Cap,BSE,128056324,500220
CRAVATEX,CRAVATEX LTD.,114.9046283,Small Cap,BSE,130424836,509472
TITANSEC,TITAN SECURITIES LTD.,114.574194,Small Cap,BSE,135691524,530045
EXCEL,Excel Realty N Infra Limited,114.2667008,Small Cap,NSE,,17376
NATFIT,National Fittings Limited,113.5397875,Small Cap,BSE,136009988,531289
INDSWFTLTD,Ind-Swift Limited,113.31904,Small Cap,NSE,,11602
AAIL,Akar Auto Industries Ltd,113.274,Small Cap,BSE,135838980,530621
FACORALL,FACOR ALLOYS LTD.,113.0263435,Small Cap,BSE,136359940,532656
FRSHTRP,FRESHTROP FRUITS LTD.,112.7342047,Small Cap,BSE,135699716,530077
AAKASH,Aakash Exploration Services Limited,112.5900032,Small Cap,NSE,60161,235
RASIELEC,RASI ELECTRODES LTD.,112.4122012,Small Cap,BSE,135995652,531233
DANGEE,Dangee Dums Limited,112.2477824,Small Cap,NSE,284169,1110
DANGEE,Dangee Dums Limited,112.2477824,Small Cap,NSE,284161,1110
ENERGYDEV,Energy Development Company Limited,111.92416,Small Cap,NSE,,15049
TRESCON,Trescon Ltd,111.5569,Small Cap,BSE,136232708,532159
ALFATRAN,ALFA TRANSFORMERS LTD.,111.2901226,Small Cap,BSE,132491780,517546
MERCURYLAB,Mercury Laboratories Ltd,111.12,Small Cap,BSE,137974788,538964
BSELALGO,BSEL Algo Ltd,110.6239515,Small Cap,BSE,136223492,532123
DILIGENT,DILIGENT INDUSTRIES LTD.,110.4488846,Small Cap,BSE,135975172,531153
RAINBOWF,RAINBOW FOUNDATIONS LTD.,110.1021449,Small Cap,BSE,136113668,531694
SECMARK,SecMark Consultancy Limited,109.9597056,Small Cap,NSE,4990977,19496
ROYALCU,ROYAL CUSHION VINYL PRODUCTS LTD.-$,109.76538,Small Cap,BSE,134705412,526193
SAMBHAAV,Sambhaav Media Limited,109.7019904,Small Cap,NSE,,4127
SODFC,SOM DATT FINANCE CORPORATION LTD.,109.68724,Small Cap,BSE,130962180,511571
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,109.2785664,Small Cap,NSE,1058817,4136
TITANIN,Titan Intech Ltd,109.17,Small Cap,BSE,133377284,521005
APMIN,APM INDUSTRIES LTD.-$,109.1157602,Small Cap,BSE,134025476,523537
SELLWIN,Sellwin Traders Ltd,109.0369245,Small Cap,BSE,137952004,538875
KGPETRO,KG PETROCHEM LTD.,108.8839565,Small Cap,BSE,136091908,531609
SURJIND,SURAJ INDUSTRIES LTD.,108.6368315,Small Cap,BSE,134710020,526211
GANGAPA,GANGA PAPERS INDIA LTD.,108.0506348,Small Cap,BSE,136144132,531813
TRANSCOR,TRANSCORP INTERNATIONAL LTD.,107.580415,Small Cap,BSE,136296964,532410
SHRIKRISH,SHRI KRISHNA DEVCON LTD.,106.4,Small Cap,BSE,135956484,531080
BLBLIMITED,BLB Limited,106.2136064,Small Cap,NSE,2081793,8132
ABHICAP,ABHINAV CAPITAL SERVICES LTD.,105.8770839,Small Cap,BSE,136206596,532057
DUTRON,DUTRON POLYMERS LTD.-$,105.3300018,Small Cap,BSE,132463876,517437
BABA,BABA ARTS LTD.-$,104.6850028,Small Cap,BSE,136289284,532380
VIPPYSP,VIPPY SPINPRO LTD.,104.486,Small Cap,BSE,131661316,514302
CHLOGIST,CHARTERED LOGISTICS LTD.,104.4063212,Small Cap,BSE,136186116,531977
SUVIDHAA,Suvidhaa Infoserve Limited,104.27408,Small Cap,NSE,767489,2998
CINEVISTA,Cinevista Limited,104.074944,Small Cap,NSE,2054145,8024
ANJANIFOODS,Anjani Foods Ltd,103.410893,Small Cap,BSE,130855172,511153
DAMODARIND,Damodar Industries Limited,103.4099264,Small Cap,NSE,4490497,17541
SHILGRAVQ,SHILP GRAVURES LTD.-$,103.3166232,Small Cap,BSE,131509508,513709
CREATIVE,Creative Castings Ltd,103.1810015,Small Cap,BSE,138118916,539527
EVERESTO,EVEREST ORGANICS LTD.,102.7199951,Small Cap,BSE,134346244,524790
MCL,Madhav Copper Limited,102.7083584,Small Cap,NSE,,22360
ORIENTLTD,Orient Press Limited,101.6545472,Small Cap,NSE,,18208
TIGLOB,T & I GLOBAL LTD.,101.4553124,Small Cap,BSE,133707268,522294
TERASOFT,Tera Software Limited,100.3661568,Small Cap,NSE,,19292
FORTISMLR,Fortis Malar Hospitals Limited,99.5937114,Small Cap,BSE,134066180,523696
ABMINTLLTD,ABM International Limited,99.122688,Small Cap,NSE,,5549
DELTAMAGNT,Delta Manufacturing Limited,98.9403328,Small Cap,NSE,310785,1214
SRESTHA,Srestha Finvest Ltd,98.4000039,Small Cap,BSE,138039556,539217
HISARMETAL,Hisar Metal Industries Limited,97.6968,Small Cap,NSE,4946433,19322
AIMCOPEST,AIMCO PESTICIDES LTD.,97.4445668,Small Cap,BSE,134217732,524288
QUADRANT,Quadrant Televentures Limited-$,97.3493738,Small Cap,BSE,130845700,511116
MUKESHB,MUKESH BABU FINANCIAL SERVICES LTD.,97.1046251,Small Cap,BSE,135767300,530341
MEFCOMCAP,MEFCOM CAPITAL MARKETS LTD.,95.7432632,Small Cap,BSE,135981060,531176
ASTRON,Astron Paper & Board Mill Limited,95.232,Small Cap,NSE,223745,874
ARCHITORG,ARCHIT ORGANOSYS LTD.,93.8002092,Small Cap,BSE,134307844,524640
PORWAL,PORWAL AUTO COMPONENTS LTD.,92.3666972,Small Cap,BSE,136430852,532933
GODAVARI,GODAVARI DRUGS LTD.,92.2486127,Small Cap,BSE,135761156,530317
AGROPHOS,Agro Phos India Limited,91.5172864,Small Cap,NSE,2315777,9046
MAKERSL,MAKERS LABORATORIES LTD.-$,91.4853161,Small Cap,BSE,129771268,506919
UNIVSTAR,UNIVERSAL STARCH-CHEM ALLIED LTD.,90.3839987,Small Cap,BSE,134248452,524408
DEL,Dhanashree Electronics Ltd,90.0781193,Small Cap,BSE,138925828,542679
PNC,Pritish Nandy Communications Limited,89.8834752,Small Cap,NSE,2391553,9342
BANASFN,BANAS FINANCE LTD.,89.8464006,Small Cap,BSE,130317572,509053
OPTIFIN,Optimus Finance Ltd,89.6676,Small Cap,BSE,136001028,531254
LYKISLTD,Lykis Limited,89.3194385,Small Cap,BSE,135856388,530689
SUNLOC,Sunil Healthcare Ltd,89.216325,Small Cap,BSE,137536772,537253
DHANROTO,DHANALAXMI ROTO SPINNERS LTD.,89.1218321,Small Cap,BSE,133431300,521216
NILACHAL,NILACHAL REFRACTORIES LTD.,89.0813437,Small Cap,BSE,128587268,502294
KAIZENAGRO,Kaizen Agro Infrabuild Ltd,88.63927,Small Cap,BSE,137941252,538833
ACKNIT,ACKNIT INDUSTRIES LTD.,88.388,Small Cap,BSE,135691012,530043
DIL,Debock Industries Limited,88.0401728,Small Cap,NSE,,8657
EIKO,Eiko Lifesciences Ltd,87.7643056,Small Cap,BSE,138292228,540204
CEEJAY,CEEJAY FINANCE LTD.,87.54375,Small Cap,BSE,135881988,530789
BANARBEADS,Banaras Beads Limited,87.425568,Small Cap,NSE,,347
LEXUS,Lexus Granito (India) Limited,86.7998208,Small Cap,NSE,3701505,14459
ZWELCAST,WELCAST STEELS LTD.,86.789896,Small Cap,BSE,129276932,504988
REMIEDEL,Remi Edelstahl Tubulars Limited,86.76096,Small Cap,BSE,131339012,513043
PERFEPA,PERFECTPAC LTD.,86.5735,Small Cap,BSE,134767364,526435
CELEBRITY,Celebrity Fashions Limited,85.6198784,Small Cap,NSE,3369473,13162
KRISHNA,Krishna Ventures Limited,85.32,Small Cap,BSE,129124356,504392
AMPVOLTS,Ampvolts Ltd,85.2429024,Small Cap,BSE,137144068,535719
GANGAFORGE,Ganga Forging Limited,84.9252608,Small Cap,NSE,1268993,4957
VASUPRADA,Shri Vasuprada Plantations Ltd,83.96241,Small Cap,BSE,137751556,538092
JSTL,Jeevan Scientific Technology Ltd,83.593134,Small Cap,BSE,137942276,538837
DHAMPURE,DHAMPURE SPECIALITY SUGARS LTD.,83.3648436,Small Cap,BSE,136172292,531923
SUPRAPFSL,Supra Pacific Financial Services Ltd,82.8679,Small Cap,BSE,138283012,540168
KARMAENG,Karma Energy Limited,82.6206592,Small Cap,NSE,6242561,24385
GUJHOTE,GUJARAT HOTELS LTD.,82.5678052,Small Cap,BSE,130037764,507960
TIHIL,Trans India House Impex Ltd,81.8519,Small Cap,BSE,134080516,523752
KTIL,KESAR TERMINALS & INFRASTRUCTURE LTD.,81.5661002,Small Cap,BSE,136521988,533289
AROGRANITE,Aro Granite Industries Limited,81.5009152,Small Cap,NSE,3726593,14557
SILGO,Silgo Retail Limited,81.4784,Small Cap,NSE,637953,2492
NOVIS,NOVA IRON & STEEL LTD.,81.2415493,Small Cap,BSE,131472900,513566
PIONRINV,PIONEER INVESTCORP LTD.,81.15954,Small Cap,BSE,130013188,507864
ISLCONSUL,ISL CONSULTING LTD.,80.976004,Small Cap,BSE,130971908,511609
KEERTHI,KEERTHI INDUSTRIES LTD.,80.9690538,Small Cap,BSE,132610820,518011
NAM,Nam Securities Ltd,80.8530383,Small Cap,BSE,137829124,538395
POLYLINK,POLYLINK POLYMERS (INDIA) LTD.,80.7069385,Small Cap,BSE,136052228,531454
CHRTEDCA,CHARTERED CAPITAL & INVESTMENT LTD.,80.6812979,Small Cap,BSE,130994180,511696
ZMILGFIN,Milgrey Finance & Investments Ltd,80.4357072,Small Cap,BSE,130820612,511018
MINALIND,Minal Industries Limited,80.4063524,Small Cap,BSE,133692164,522235
SHIVAMILLS,Shiva Mills Limited,79.8157184,Small Cap,NSE,383233,1497
AMRAPLIN,AMRAPALI INDUSTRIES LTD.,79.686368,Small Cap,BSE,134717700,526241
RAMINFO,RAMINFO LIMITED,79.1958825,Small Cap,BSE,135923460,530951
RIBATEX,RIBA TEXTILES LTD.,79.0473436,Small Cap,BSE,136179716,531952
RAYALEMA,ROYALE MANOR HOTELS & INDUSTRIES LTD.,78.6346363,Small Cap,BSE,134819844,526640
FUTSOL,FUTURISTIC SOLUTIONS LTD.,78.5403243,Small Cap,BSE,136720132,534063
NCLRESE,NCL RESEARCH & FINANCIAL SERVICES LTD.,78.133946,Small Cap,BSE,135822596,530557
JOINDRE,JOINDRE CAPITAL SERVICES LTD.,77.9684499,Small Cap,BSE,136156420,531861
MALUPAPER,Malu Paper Mills Limited,77.6862656,Small Cap,NSE,3418113,13352
BIOGEN,Biogen Pharmachem Industries Ltd,77.6597488,Small Cap,BSE,136128516,531752
BALKRISHNA,Balkrishna Paper Mills Limited,77.19792,Small Cap,NSE,2606337,10181
ROML,Raj Oil Mills Limited,76.9969472,Small Cap,NSE,91905,359
BANG,Bang Overseas Limited,76.7818944,Small Cap,NSE,,15303
SUCROSA,SUPER CROP SAFE LTD.,76.7694811,Small Cap,BSE,135906052,530883
RELIABLE,Reliable Data Services Limited,76.3576768,Small Cap,NSE,6240769,24378
TPINDIA,TPI INDIA LTD.,75.3149658,Small Cap,BSE,128107780,500421
WARRENTEA,WARREN TEA LTD.-$,75.2302869,Small Cap,BSE,130174468,508494
APLAB,APLAB LTD.-$,75.0792966,Small Cap,BSE,132376580,517096
FMEC,F Mec International Financial Services Ltd,74.5574649,Small Cap,BSE,138125316,539552
METSL,Maestros Electronics & Telecommunications Systems Ltd,74.388186,Small Cap,BSE,137830660,538401
PRESSURS,PRESSURE SENSITIVE SYSTEMS (INDIA) LTD.,74.181,Small Cap,BSE,134853892,526773
ELEMARB,ELEGANT MARBLES & GRANI INDUSTRIES LTD.,74.075,Small Cap,BSE,134836484,526705
INNOVTEC,INNOVATIVE TECH PACK LTD.,73.7975215,Small Cap,BSE,134103044,523840
SKYLMILAR,SKYLINE MILLARS LTD.,73.4494631,Small Cap,BSE,129446404,505650
RATHIBAR,RATHI BARS LTD.,73.3232739,Small Cap,BSE,136427012,532918
ASHNOOR,ASHNOOR TEXTILE MILLS LTD.,73.1293053,Small Cap,BSE,130015236,507872
MENAMANI,Mena Mani Industries Ltd,72.9521961,Small Cap,BSE,135968516,531127
WEWIN,WE WIN LIMITED,72.681632,Small Cap,NSE,2524673,9862
MORARKFI,MORARKA FINANCE LTD.,72.033584,Small Cap,BSE,130956548,511549
DIVSHKT,Divyashakti Ltd,71.9539017,Small Cap,BSE,134736644,526315
BOMBCYC,BOMBAY CYCLE & MOTOR AGENCY LTD.,71.947998,Small Cap,BSE,128366084,501430
LEENEE,LEE & NEE SOFTWARES (EXPORTS) LTD.,71.8368997,Small Cap,BSE,132458244,517415
TCFCFINQ,TCFC FINANCE LTD.,71.802522,Small Cap,BSE,136264708,532284
MORGAN,MORGAN VENTURES LTD.,71.7556669,Small Cap,BSE,134716676,526237
NHCFOODS,NHC FOODS LTD.,71.2485527,Small Cap,BSE,132493828,517554
HARDCAS,HARDCASTLE & WAUD MFG.CO.LTD.,71.2088752,Small Cap,BSE,130456836,509597
AUSTENG,AUSTIN ENGINEERING CO.LTD.,71.1557696,Small Cap,BSE,133633284,522005
APOORVA,Apoorva Leasing Finance and Investment Company Ltd,70.9708172,Small Cap,BSE,138123524,539545
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,70.9684032,Small Cap,NSE,,5020
WIREFABR,WIRES & FABRIKS (SA) LTD.,70.8897178,Small Cap,BSE,130001156,507817
FUNDVISER,Fundviser Capital (India) Ltd,69.91298,Small Cap,BSE,135730436,530197
ENVAIREL,ENVAIR ELECTRODYNE LTD.,69.4375971,Small Cap,BSE,128062980,500246
MODIPON,MODIPON LTD.,69.3443149,Small Cap,BSE,128966660,503776
ANJANI,ANJANI SYNTHETICS LTD.-$,69.325,Small Cap,BSE,135993092,531223
KALYANCAP,Kalyan Capitals Ltd,69.26478,Small Cap,BSE,137927172,538778
AEONXDIGI,Aeonx Digital Technology Ltd,69.005145,Small Cap,BSE,134296068,524594
GVFILM,GV FILMS LTD.,68.597085,Small Cap,BSE,133958916,523277
SRIKPRIND,SRI KPR INDUSTRIES LTD.,68.394619,Small Cap,BSE,131697156,514442
SMFIL,Smiths & Founders (India) Limited,68.337653,Small Cap,BSE,131435012,513418
MEDICAPQ,MEDI-CAPS LTD.-$,67.686887,Small Cap,BSE,133924868,523144
MANUGRAPH,Manugraph India Limited,67.6431808,Small Cap,NSE,3474433,13572
PANINDIAC,PAN INDIA CORPORATION LTD.,67.4907995,Small Cap,BSE,130950404,511525
PCS,PCS TECHNOLOGY LTD.,67.1468957,Small Cap,BSE,132382468,517119
NIBL,NRB Industrial Bearings Limited,66.7603584,Small Cap,NSE,,29733
ADROITINFO,Adroit Infotech Limited,66.6105536,Small Cap,NSE,,4953
NOL,NATIONAL OXYGEN LTD.,66.509055,Small Cap,BSE,130000132,507813
JAGANLAM,JAGAN LAMPS LTD.,66.4353053,Small Cap,BSE,135862020,530711
GITARENEW,Gita Renewable Energy Ltd,65.796736,Small Cap,BSE,137987332,539013
KGDENIM,KG DENIM LTD.,65.2995257,Small Cap,BSE,128061188,500239
MEHTAHG,MEHTA HOUSING FINANCE LTD.,65.29217,Small Cap,BSE,131005444,511740
CHROME,Chrome Silicon Ltd-$,65.2167222,Small Cap,BSE,131329284,513005
ORIBEVER,ORIENT BEVERAGES LTD.,65.1691948,Small Cap,BSE,129968644,507690
ABCINDQ,ABC INDIA LTD.-$,65.006784,Small Cap,BSE,133151492,520123
RAPICUT,RAPICUT CARBIDES LTD.,64.9920645,Small Cap,BSE,128092164,500360
SWASTIVI,SWASTI VINAYAKA SYNTHETICS LTD.,64.7999982,Small Cap,BSE,130622724,510245
MITTAL,Mittal Life Style Limited,64.1815168,Small Cap,NSE,4751873,18562
KATRSPG,KATARE SPINNING MILLS LTD.,64.125,Small Cap,BSE,128750852,502933
GTNINDS,GTN INDUSTRIES LTD.,62.4437145,Small Cap,BSE,128043524,500170
JINDHOT,JINDAL HOTELS LTD.,62.2649978,Small Cap,BSE,130043140,507981
METALCO,METAL COATINGS (INDIA) LTD.,62.0506709,Small Cap,BSE,136143364,531810
GINISILK,GINI SILK MILLS LTD.-$,61.518589,Small Cap,BSE,136126468,531744
SAMBANDAM,SAMBANDAM SPINNING MILLS LTD.-$,61.4102256,Small Cap,BSE,133437444,521240
GGDPROP,G. G. Dandekar Properties Ltd,61.35047,Small Cap,BSE,129344004,505250
TIRSARJ,TIRUPATI SARJAN LTD.,61.2113245,Small Cap,BSE,136144388,531814
CCLINTER,CCL INTERNATIONAL LTD.,61.1092386,Small Cap,BSE,136166404,531900
COMFINCAP,COMFORT FINCAP LTD.,61.0928089,Small Cap,BSE,137028356,535267
PBMPOLY,PBM POLYTEX LTD.-$,60.535376,Small Cap,BSE,131606276,514087
BALTE,BALURGHAT TECHNOLOGIES LTD.,60.4057975,Small Cap,BSE,133152516,520127
PEARLPOLY,Pearl Polymers Limited,60.3745536,Small Cap,NSE,668161,2610
AKG,Akg Exim Limited,60.3437632,Small Cap,NSE,557057,2176
SPECFOOD,SPECTRUM FOODS LTD.,60.099206,Small Cap,BSE,136187396,531982
RAVALSUGAR,The Ravalgaon Sugar Farm Ltd,59.483,Small Cap,BSE,129868804,507300
AMTL,ADVANCE METERING TECHNOLOGY LTD.,59.412602,Small Cap,BSE,136860676,534612
PHCAP,PH CAPITAL LTD.,59.3269577,Small Cap,BSE,128036612,500143
CAMEXLTD,CAMEX LTD.,59.21046,Small Cap,BSE,134256644,524440
ICDSLTD,ICDS Limited,59.116352,Small Cap,NSE,,6977
SALEM,Salem Erode Investments Ltd,58.9327231,Small Cap,BSE,138286340,540181
SKPMIL,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,58.9274403,Small Cap,BSE,128099332,500388
MOHITPPR,MOHIT PAPER MILLS LTD.,58.8840019,Small Cap,BSE,135723268,530169
JOHNPHARMA,Johnson Pharmacare Ltd,58.8500028,Small Cap,BSE,136231428,532154
MMRUBBR-B,MM RUBBER COMPANY LTD.,58.6967716,Small Cap,BSE,130354180,509196
KREONFIN,KREON FINNANCIAL SERVICES LTD.,58.6842449,Small Cap,BSE,135715588,530139
NARMADA,Narmada Agrobase Limited,58.5358656,Small Cap,NSE,,11627
AKASH,Akash Infra-Projects Limited,58.4791488,Small Cap,NSE,3458561,13510
AREXMIS,AREX INDUSTRIES LTD.,58.0830158,Small Cap,BSE,134873860,526851
NATPLAS,NATIONAL PLASTIC INDUSTRIES LTD.,58.0642482,Small Cap,BSE,134813700,526616
GSAUTO,G.S.AUTO INTERNATIONAL LTD.,58.05828,Small Cap,BSE,131343108,513059
VSFPROJ,VSF PROJECTS LTD.,58.001769,Small Cap,BSE,132948740,519331
MEDIAONE,MEDIAONE GLOBAL ENTERTAINMENT LTD.,57.2755197,Small Cap,BSE,128943364,503685
NGIND,N.G.INDUSTRIES LTD.-$,57.2600429,Small Cap,BSE,135909636,530897
TEEAI,TEESTA AGRO INDUSTRIES LTD.,57.1210198,Small Cap,BSE,134196228,524204
SHALPRO,SHALIMAR PRODUCTIONS LTD.,57.0910339,Small Cap,BSE,131199748,512499
LAXMICOT,Laxmi Cotspin Limited,56.638848,Small Cap,NSE,1681409,6568
INANI,INANI MARBLES & INDUSTRIES LTD.,56.3394017,Small Cap,BSE,135969028,531129
PHOSPHATE,The Phosphate Company Ltd,56.2766724,Small Cap,BSE,138783492,542123
KANANIIND,Kanani Industries Limited,56.1945088,Small Cap,NSE,6601217,25786
NGIL,Nakoda Group of Industries Limited,56.1820928,Small Cap,NSE,1382657,5401
ARMAN,Arman Holdings Ltd,55.9347167,Small Cap,BSE,137870340,538556
7TEC,SAVEN TECHNOLOGIES LTD.,55.9167252,Small Cap,BSE,136295428,532404
GORANIN,GORANI INDUSTRIES LTD.,55.905105,Small Cap,BSE,136091652,531608
SALORAINTL,SALORA INTERNATIONAL LTD.,54.9751587,Small Cap,BSE,128094724,500370
ZODIACVEN,Zodiac Ventures Limited,54.7686288,Small Cap,BSE,128932100,503641
GUJCRAFT,GUJARAT CRAFT INDUSTRIES LTD.,54.4067804,Small Cap,BSE,134903044,526965
ORCHASP,Orchasp Ltd,54.02408,Small Cap,BSE,136261380,532271
ARTEFACT,ARTEFACT PROJECTS LTD.,53.8932013,Small Cap,BSE,136012036,531297
VIVOBIOT,VIVO BIO TECH LTD.,53.8017049,Small Cap,BSE,130946308,511509
STDSFAC,STANDARD SURFACTANTS LTD.,53.683873,Small Cap,BSE,134715140,526231
SANDUPHQ,SANDU PHARMACEUTICALS LTD.,53.6088351,Small Cap,BSE,134323972,524703
INDIANVSH,INDIANIVESH LTD.,53.6049992,Small Cap,BSE,128435204,501700
GODHA,Godha Cabcon & Insulation Limited,53.2992,Small Cap,NSE,,1607
AXELPOLY,AXEL POLYMERS LTD.,53.2292437,Small Cap,BSE,131492356,513642
DHANFAB,DHANLAXMI FABRICS LTD.,53.2028138,Small Cap,BSE,133414660,521151
YASHCHEM,Yash Chemex Ltd,52.8662912,Small Cap,BSE,138224388,539939
ROSEMER,ROSE MERC.LTD.,52.8312375,Small Cap,BSE,131101444,512115
JAIPURKURT,Nandani Creation Limited,52.6997888,Small Cap,NSE,1412097,5516
JULIEN,Julien Agro Infratech Ltd,52.44085,Small Cap,BSE,137234692,536073
TRABI,TRANSGENE BIOTEK LTD.,52.2813007,Small Cap,BSE,134691588,526139
FERVENTSYN,FERVENT SYNERGIES LTD.,52.0200004,Small Cap,BSE,136677380,533896
GKB,GKB OPHTHALMICS LTD.,51.917974,Small Cap,BSE,136502276,533212
ELFORGE,EL FORGE LTD.-$,51.5627508,Small Cap,BSE,135972868,531144
PRIMEPRO,PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,51.4562837,Small Cap,BSE,135857924,530695
VINEETLAB,Vineet Laboratories Limited,51.451296,Small Cap,NSE,974593,3807
SAICAPI,SAI CAPITAL LTD.,51.3667102,Small Cap,BSE,136174340,531931
TEJNAKSH,Tejnaksh Healthcare Ltd,51.2715006,Small Cap,BSE,138093572,539428
SULABEN,SULABH ENGINEERS & SERVICES LTD.,51.242249,Small Cap,BSE,130296068,508969
MARSHALL,Marshall Machines Limited,51.0268736,Small Cap,NSE,,6757
GAYATRIBI,GAYATRI BIOORGANICS LTD.,50.9759249,Small Cap,BSE,134288388,524564
ECOBOAR,ECOBOARD INDUSTRIES LTD.,50.3575393,Small Cap,BSE,,523732
CHENFERRO,Chennai Ferrous Industries Ltd,49.958483,Small Cap,BSE,137986820,539011
TRANSCHEM,TRANSCHEM LTD.-$,49.9024805,Small Cap,BSE,128108036,500422
MSRINDIA,MSR INDIA LTD.,49.8638389,Small Cap,BSE,130284036,508922
HPCOTTON,H.P.COTTON TEXTILE MILLS LTD.,49.8094,Small Cap,BSE,128735492,502873
CONART,CONART ENGINEERS LTD.-$,49.769,Small Cap,BSE,133691140,522231
WALCHPF,WALCHAND PEOPLEFIRST LTD.,49.36613,Small Cap,BSE,128350724,501370
CSURGSU,CENTENIAL SURGICAL SUTURE LTD.,49.25205,Small Cap,BSE,136033284,531380
ASHNI,Ashnisha Industries Ltd,49.0860013,Small Cap,BSE,138675716,541702
MAHACORP,MAHARASHTRA CORPORATION LTD.,49.0487866,Small Cap,BSE,129413892,505523
COUNCODOS,Country Condo's Limited,49.0447264,Small Cap,NSE,4348417,16986
HINDALUMI,HIND ALUMINIUM INDUSTRIES LTD.-$,48.9588458,Small Cap,BSE,136186628,531979
SUMEDHA,SUMEDHA FISCAL SERVICES LTD.,48.9445123,Small Cap,BSE,135787268,530419
RESPONSINF,Response Informatics Ltd,48.9322744,Small Cap,BSE,137797892,538273
VISTARAMAR,Vistar Amar Ltd,48.783999,Small Cap,BSE,137872644,538565
FLOMIC,Flomic Global Logistics Ltd,48.708001,Small Cap,BSE,129121284,504380
EPUJA,Epuja Spiritech Ltd,48.5395272,Small Cap,BSE,136215556,532092
ADITYASP,ADITYA SPINNERS LTD.,48.5150694,Small Cap,BSE,133412100,521141
INDIAHOME,INDIA HOME LOAN LTD.,48.4722575,Small Cap,BSE,135930628,530979
ALFAVIO,ALFAVISION OVERSEAS (INDIA) LTD.,48.1717118,Small Cap,BSE,135975940,531156
HEMACEM,HEMADRI CEMENTS LTD.,48.024,Small Cap,BSE,128546052,502133
ASHSI,ASHIRWAD STEELS & INDUSTRIES LTD.,47.7500009,Small Cap,BSE,134872836,526847
CYBELEIND,CYBELE INDUSTRIES LTD.,47.7032217,Small Cap,BSE,136056836,531472
TYROON,TYROON TEA CO.LTD.,47.6123744,Small Cap,BSE,134897924,526945
HARLETH,HARYANA LEATHER CHEMICALS LTD.,47.3667355,Small Cap,BSE,134164484,524080
CITADEL,CITADEL REALTY AND DEVELOPERS LTD.,47.1874525,Small Cap,BSE,128625924,502445
CHANDRAP,CHANDRA PRABHU INTERNATIONAL LTD.-$,46.798189,Small Cap,BSE,135759108,530309
AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,46.2932096,Small Cap,NSE,2942977,11496
DUROPACK,DUROPACK LTD.,46.2688195,Small Cap,BSE,134746884,526355
SOLIMAC,SOLITAIRE MACHINE TOOLS LTD.,45.8759776,Small Cap,BSE,133670916,522152
VIVANTA,Vivanta Industries Ltd,45.8750009,Small Cap,BSE,138684164,541735
SURYAAMBA,SURYAAMBA SPINNING MILLS LTD.,45.7236657,Small Cap,BSE,136473860,533101
TIRUFOAM,Tirupati Foam Ltd,45.63448,Small Cap,BSE,138471428,540904
MADHAV,Madhav Marbles and Granites Limited,45.4507584,Small Cap,NSE,3878657,15151
LIBAS,Libas Consumer Products Limited,45.3653984,Small Cap,NSE,2836993,11082
SAGARDEEP,Sagardeep Alloys Limited,45.2873952,Small Cap,NSE,2092801,8175
KHANDSE,Khandwala Securities Limited,45.2109728,Small Cap,NSE,2468097,9641
